name,industry,current_price,sales,operating_profit,profit_after_tax,net_profit,opm,eps,return_on_capital_employed,roce3yr_avg,sales_growth_3years,sales_growth_5years,profit_growth_3years,profit_growth_5years,eps_growth_3years,eps_growth_5years,sales_growth_10years,profit_growth_10years,eps_growth_10years,debt,net_worth,current_ratio,interest_coverage_ratio,working_capital,cash_equivalents,total_assets,debt_to_profit,leverage,altman_z_score,market_capitalization,price_to_sales,price_to_cash_flow,price_to_free_cash_flow,peg_ratio,evebitda,market_cap_to_sales,enterprise_value_to_ebit,intrinsic_value,graham
AD Manum Finance,Finance & Investments,79.0,11.0,10.0,8.0,8.0,88.4,10.0,15.67,10.44,5.0,2.0,36.0,48.0,36.0,48.0,-8.0,3.0,3.0,8.0,71.0,5.81,8.15,2.0,1.0,79.0,0.97,1.06,3.11,60.0,5.4,41.94,-159.51,0.16,5.72,5.4,5.75,96.0,148.0
Adani Energy Sol,Power Generation And Supply,1006.0,16607.0,5575.0,1048.0,1196.0,33.57,10.0,9.0,9.88,19.0,18.0,-5.0,13.0,-6.0,13.0,,,,37070.0,12642.0,0.95,1.59,3106.0,2228.0,58538.0,31.0,4.45,3.96,112246.0,6.74,18.53,-815.98,7.98,23.74,6.74,33.3,200.0,161.0
Adani Enterp.,Trading,3182.0,96421.0,11377.0,3510.0,3335.0,11.8,28.0,9.87,8.68,35.0,19.0,48.0,43.0,47.0,42.0,6.0,5.0,5.0,65310.0,39076.0,0.8,2.17,-1314.0,7068.0,160586.0,19.58,3.86,4.74,362805.0,3.76,35.11,-56.51,2.41,32.49,3.76,42.47,343.0,468.0
Adani Green,Power Generation And Supply,1783.0,9220.0,7318.0,1263.0,1260.0,79.37,7.0,9.81,8.41,43.0,35.0,68.0,36.0,67.0,36.0,,,,64858.0,7496.0,0.47,1.39,8583.0,8764.0,88086.0,51.47,10.34,5.72,282441.0,30.58,36.56,-53.58,6.19,38.21,30.58,48.68,112.0,86.0
Adani Ports,Miscellaneous,1482.0,26711.0,15589.0,8866.0,8104.0,58.36,38.0,12.93,11.14,29.0,20.0,21.0,17.0,19.0,16.0,19.0,18.0,18.0,49167.0,52778.0,1.02,4.83,9035.0,7632.0,116999.0,6.07,2.17,5.71,320025.0,11.99,21.33,55.35,2.13,21.19,11.99,27.43,664.0,454.0
Adani Power,Power Generation And Supply,720.0,50351.0,18228.0,20833.0,20829.0,36.2,54.0,32.25,21.39,24.0,16.0,153.0,88.0,153.0,88.0,13.0,60.0,55.0,34431.0,43145.0,1.6,7.14,17302.0,7212.0,92009.0,1.65,2.06,7.13,277603.0,5.52,19.6,35.37,0.15,10.85,5.52,12.61,451.0,369.0
Adani Total Gas,Miscellaneous,890.0,4475.0,1104.0,667.0,668.0,24.67,6.0,21.2,22.28,38.0,21.0,12.0,23.0,12.0,23.0,,,,1557.0,3580.0,0.57,9.04,-181.0,456.0,6592.0,2.33,1.71,25.63,97911.0,21.84,102.32,-761.74,6.44,84.82,21.84,98.12,94.0,67.0
Adani Wilmar,Solvent Extraction,334.0,51262.0,1135.0,158.0,148.0,2.21,1.0,9.7,14.64,11.0,12.0,-40.0,-16.0,-73.0,-48.0,,,,2628.0,8316.0,1.22,1.39,4786.0,2810.0,19777.0,17.76,2.45,7.16,43409.0,0.85,150.18,11560.52,-17.28,30.72,0.85,41.43,43.0,40.0
Adarsh Plant,Packaging,34.0,19.0,1.0,0.0,0.0,4.08,0.0,11.7,7.15,14.0,13.0,31.0,20.0,31.0,20.0,9.0,12.0,12.0,5.0,1.0,1.71,3.33,5.0,0.0,9.0,9.22,5.74,9.31,34.0,1.81,66.0,48.78,3.41,49.97,1.81,54.26,3.0,4.0
ADC India,Telecommunications - Equipment,2100.0,179.0,26.0,21.0,21.0,14.58,45.0,45.23,30.49,44.0,16.0,79.0,29.0,79.0,29.0,14.0,20.0,20.0,0.0,71.0,2.98,926.0,64.0,45.0,104.0,0.0,1.29,19.19,966.0,5.4,49.67,124.79,1.62,32.88,5.4,33.13,749.0,395.0
Adcon Capital,Finance & Investments,1.0,2.0,1.0,1.0,1.0,62.5,0.0,3.33,4.13,82.0,48.0,96.0,72.0,137.0,93.0,29.0,31.0,39.0,0.0,33.0,61.8,,33.0,0.0,34.0,0.0,0.96,3.52,17.0,10.15,-10.03,-1.84,0.26,16.17,10.15,16.17,1.0,1.0
Add-Shop E-Reta.,Trading,16.0,203.0,8.0,3.0,3.0,3.74,1.0,6.15,37.84,37.0,55.0,-26.0,29.0,-18.0,37.0,,,,13.0,110.0,7.55,6.95,111.0,1.0,126.0,4.04,1.26,4.64,45.0,0.22,-1.54,-1.96,0.47,7.35,0.22,7.86,136.0,31.0
Addi Industries,Textiles - Products,50.0,0.0,-1.0,5.0,5.0,,4.0,8.38,3.68,,,61.0,57.0,61.0,57.0,,26.0,26.0,0.0,77.0,252.88,317.5,60.0,57.0,78.0,0.01,0.99,3.7,54.0,,-6.18,4.16,0.2,-0.51,,-0.52,50.0,84.0
Addictive Learn,Miscellaneous,308.0,64.0,13.0,7.0,7.0,19.64,4.0,440.99,496.74,111.0,,768.0,,34.0,,,,,0.0,52.0,5.15,,42.0,50.0,79.0,0.0,4.7,12.73,490.0,7.64,26.83,-555.24,,34.98,7.64,44.88,418.0,63.0
Adeshwar Meditex,Healthcare,27.0,80.0,5.0,2.0,2.0,6.49,1.0,9.55,8.82,7.0,9.0,4.0,-2.0,-6.0,-21.0,,,,14.0,35.0,2.06,2.45,42.0,1.0,64.0,6.91,2.04,4.02,39.0,0.49,10.13,23.52,-8.35,9.73,0.49,10.97,20.0,28.0
ADF Foods,Food - Processing - Indian,244.0,520.0,105.0,74.0,74.0,20.17,7.0,21.69,19.58,12.0,18.0,14.0,23.0,11.0,21.0,10.0,33.0,33.0,7.0,441.0,6.67,42.91,305.0,68.0,556.0,0.1,1.22,10.96,2683.0,5.11,38.11,102.23,1.53,22.41,5.11,25.89,136.0,79.0
Adhbhut Infra.,Construction,29.0,3.0,2.0,1.0,1.0,83.2,1.0,,43.95,232.0,84.0,75.0,47.0,75.0,47.0,,5.0,,3.0,-6.0,3.54,5.28,3.0,0.0,32.0,3.29,-5.27,1.63,32.0,12.49,103.15,259.27,0.78,14.51,12.49,26.06,,
Adinath Exim Res,Finance & Investments,24.0,1.0,1.0,1.0,1.0,71.84,1.0,4.04,4.29,5.0,10.0,5.0,8.0,5.0,8.0,13.0,15.0,14.0,0.0,19.0,9.0,,0.0,0.0,20.0,0.0,0.97,2.33,10.0,10.01,-93.35,83.26,2.29,13.91,10.01,13.91,22.0,36.0
Adinath Textiles,Textiles - Spinning - Synthetic / Blended,26.0,0.0,-1.0,0.0,0.0,,1.0,25.61,22.32,,,14.0,25.0,14.0,25.0,,8.0,8.0,0.0,3.0,1.59,17.0,1.0,0.0,4.0,0.02,1.36,8.48,18.0,,-11.91,-13.73,1.47,23.59,,25.68,7.0,8.0
Adit.Birla Money,Finance & Investments,165.0,390.0,165.0,53.0,53.0,42.17,9.0,12.54,11.11,27.0,18.0,50.0,40.0,50.0,40.0,19.0,25.0,25.0,1399.0,163.0,1.87,1.75,472.0,890.0,2116.0,26.4,10.69,1.52,933.0,2.4,-2.11,-3.41,0.45,8.53,2.4,8.96,92.0,78.0
Aditya AMC,Finance & Investments,649.0,1353.0,761.0,780.0,780.0,56.24,27.0,34.88,37.61,4.0,-1.0,14.0,12.0,-55.0,-36.0,,,,79.0,3169.0,0.91,180.07,-15.0,85.0,3502.0,0.1,0.99,11.12,18706.0,13.78,27.22,34.51,2.02,17.78,13.78,18.38,352.0,259.0
Aditya Bir. Fas.,Textiles - Products,317.0,13996.0,1453.0,-628.0,-736.0,10.38,-6.0,0.4,2.87,39.0,12.0,2.0,,7.0,,,,,9451.0,4034.0,1.01,0.05,2943.0,462.0,22411.0,-12.84,4.86,3.35,32210.0,2.31,24.1,80.96,,24.26,2.31,865.88,,
Aditya Birla Cap,Finance & Investments,240.0,34506.0,12034.0,3335.0,3439.0,34.88,13.0,9.95,9.78,21.0,18.0,44.0,33.0,41.0,28.0,,,,110139.0,26817.0,0.46,1.6,-49960.0,3579.0,232102.0,32.03,7.69,0.66,62346.0,1.81,-2.6,-3.47,0.57,13.65,1.81,13.86,187.0,173.0
Aditya Consumer,Trading,84.0,93.0,-1.0,-3.0,-3.0,-0.79,-2.0,-6.43,0.5,-0.0,2.0,,,,,6.0,,,6.0,25.0,1.74,-3.08,17.0,9.0,40.0,-2.05,1.7,8.55,122.0,1.35,22.18,25.6,,-944.23,1.35,-51.15,,
Aditya Ispat,Steel - Medium / Small,10.0,62.0,1.0,-2.0,-2.0,1.85,-4.0,0.72,4.52,8.0,9.0,,,,,8.0,,,33.0,9.0,0.97,0.11,19.0,0.0,46.0,-14.49,5.72,2.33,6.0,0.09,1.09,11.81,,21.39,0.09,121.66,,
Aditya Spinners,Textiles - Spinning - Synthetic / Blended,20.0,61.0,4.0,2.0,2.0,7.2,1.0,5.24,8.5,22.0,0.0,85.0,15.0,85.0,15.0,4.0,5.0,5.0,16.0,49.0,0.86,2.15,6.0,0.0,70.0,8.53,1.49,2.9,34.0,0.56,3.88,13.02,1.2,8.24,0.56,14.38,16.0,27.0
Aditya Vision,Trading,4540.0,1743.0,167.0,77.0,77.0,9.61,60.0,21.39,23.05,33.0,25.0,56.0,68.0,52.0,71.0,30.0,59.0,-15.0,319.0,487.0,2.8,3.75,516.0,96.0,875.0,4.13,1.53,14.61,5841.0,3.32,-948.53,-454.7,1.11,34.55,3.32,41.34,2007.0,717.0
Adjia Tech,Computers - Software - Medium / Small,45.0,0.0,0.0,0.0,0.0,81.82,1.0,3.65,-2.53,14.0,,33.0,,33.0,,,,,0.0,2.0,9.08,,1.0,0.0,2.0,0.71,1.03,4.83,4.0,12.12,409.41,-1228.23,,14.7,12.12,49.63,47.0,21.0
Adline Chem Lab,Pharmaceuticals - Indian - Formulations,13.0,0.0,-0.0,-0.0,-0.0,,-0.0,,-2.53,,,23.0,,23.0,,,,,1.0,-2.0,0.03,,0.0,0.0,0.0,-9.87,-0.03,235.58,8.0,,-380.48,114.14,,-60.8,,-60.8,,
Ador Fontech,Electrodes - Welding Equipment,143.0,210.0,28.0,24.0,24.0,13.11,7.0,24.37,23.6,12.0,2.0,34.0,17.0,34.0,17.0,4.0,7.0,7.0,0.0,132.0,4.84,,99.0,46.0,158.0,0.0,1.19,8.98,501.0,2.39,26.0,29.9,1.23,13.12,2.39,14.48,71.0,76.0
Ador Multi Prod.,Personal Care - Indian,35.0,7.0,-4.0,-4.0,-4.0,-55.42,-9.0,-37.64,-48.44,-30.0,-2.0,,,,,,,,0.0,11.0,1.57,-9.46,2.0,0.0,8.0,0.0,1.22,5.06,16.0,2.39,-29.98,-2.78,,-7.56,2.39,-6.05,,
Ador Welding,Electrodes - Welding Equipment,1412.0,884.0,90.0,63.0,63.0,10.17,46.0,23.98,23.58,25.0,12.0,61.0,21.0,61.0,21.0,9.0,22.0,22.0,44.0,362.0,2.16,22.28,216.0,3.0,521.0,0.7,1.34,9.61,1920.0,2.16,55.42,264.94,1.41,18.97,2.16,21.81,755.0,528.0
Adroit Info.,Computers - Software - Medium / Small,18.0,25.0,5.0,3.0,3.0,18.79,1.0,13.04,15.08,59.0,10.0,29.0,37.0,108.0,35.0,90.0,36.0,34.0,3.0,35.0,2.6,16.88,13.0,2.0,48.0,1.15,1.16,3.48,39.0,1.61,-58.04,-28.94,0.36,7.38,1.61,10.3,7.0,9.0
Advait Infratech,Construction,1700.0,209.0,36.0,22.0,22.0,17.3,21.0,37.86,30.07,47.0,49.0,70.0,57.0,70.0,48.0,,,,59.0,73.0,1.29,5.26,81.0,43.0,199.0,2.7,2.14,16.6,1735.0,8.31,-166.73,-329.45,1.38,44.9,8.31,48.16,567.0,186.0
Advance Lifes.,Textiles - Jute - Yarn / Products,46.0,0.0,-0.0,1.0,0.0,,0.0,4.63,1.34,,,58.0,17.0,58.0,17.0,,16.0,16.0,40.0,26.0,2.55,1.31,24.0,0.0,70.0,191.86,2.8,1.75,29.0,,-35.64,237.62,2.23,21.13,,21.13,11.0,18.0
Advance Meter.,Electric Equipment,38.0,17.0,-4.0,-2.0,-2.0,-23.49,-1.0,-0.96,-2.08,2.0,-28.0,21.0,,21.0,,1.0,6.0,6.0,13.0,99.0,4.24,-1.16,50.0,15.0,118.0,-6.36,1.21,2.63,62.0,3.74,221.32,619.69,,16.56,3.74,-55.04,,
Advance Petroch.,Chemicals,288.0,35.0,2.0,0.0,0.0,5.2,2.0,10.17,14.37,26.0,11.0,-7.0,15.0,-7.0,15.0,11.0,6.0,6.0,9.0,4.0,1.05,1.35,7.0,1.0,23.0,40.77,5.13,4.14,26.0,0.74,23.56,65.34,7.92,18.12,0.74,28.78,79.0,48.0
Advance Syntex,Textiles - Spinning - Synthetic / Blended,7.0,1.0,-1.0,-2.0,-6.0,-140.0,-6.0,-3.39,-3.88,-74.0,-61.0,13.0,,13.0,,-32.0,,,33.0,6.0,1.51,-29.2,33.0,0.0,41.0,-5.26,7.62,1.38,8.0,10.8,1.14,3.0,,-38.84,10.8,-27.93,,
Advanced Enzyme,Pharmaceuticals - Indian - Bulk Drugs & Formln,380.0,624.0,204.0,144.0,137.0,32.77,12.0,15.05,14.15,8.0,8.0,-0.0,5.0,-0.0,5.0,10.0,22.0,21.0,47.0,1324.0,7.61,70.27,728.0,144.0,1535.0,0.35,1.11,7.03,4253.0,6.77,29.87,42.66,5.61,17.12,6.77,20.05,163.0,178.0
Advani Hotels.,Hotels,71.0,105.0,34.0,25.0,25.0,32.16,3.0,48.61,44.48,57.0,8.0,100.0,17.0,100.0,17.0,10.0,26.0,26.0,2.0,72.0,2.56,280.08,35.0,29.0,100.0,0.06,1.32,14.13,656.0,6.25,22.53,32.2,1.55,17.1,6.25,18.78,28.0,22.0
Advik Capital,Finance & Investments,3.0,840.0,9.0,6.0,6.0,1.02,0.0,10.11,12.35,412.0,184.0,398.0,121.0,398.0,121.0,78.0,62.0,62.0,79.0,113.0,1.91,2.19,9.0,1.0,204.0,12.37,1.54,6.07,110.0,0.13,-2.12,-2.31,0.14,11.02,0.13,11.37,6.0,3.0
Aegis Logistics,Trading,877.0,7046.0,923.0,562.0,672.0,13.1,16.0,14.74,15.82,22.0,5.0,36.0,20.0,36.0,19.0,3.0,25.0,24.0,2665.0,3894.0,2.55,8.34,1927.0,1775.0,7929.0,3.97,1.93,8.45,30769.0,4.35,46.73,-366.67,2.66,28.64,4.35,32.65,323.0,201.0
Aeonx Digital,Trading,135.0,34.0,1.0,2.0,3.0,2.07,6.0,6.61,4.73,20.0,-28.0,-18.0,22.0,-18.0,22.0,,,,1.0,48.0,5.66,5.87,46.0,11.0,59.0,0.35,1.2,4.53,62.0,1.81,-17.69,-465.75,1.51,13.01,1.81,17.06,70.0,118.0
Aeroflex,Steel - Medium / Small,162.0,318.0,62.0,42.0,42.0,19.61,3.0,26.48,32.21,30.0,17.0,79.0,43.0,1.0,1.0,,,,0.0,293.0,3.46,22.78,199.0,105.0,375.0,0.0,1.0,12.09,2092.0,6.62,47.92,276.16,1.18,30.22,6.62,33.37,65.0,41.0
Aerpace Indus,Trading,30.0,0.0,-2.0,-1.0,-2.0,,-0.0,,0.0,,,,,,,,,,,,,-11.23,,,,,,,414.0,,,,,,,,,
Aether Industri.,Chemicals,922.0,598.0,132.0,93.0,82.0,22.11,6.0,7.52,12.98,,,,,,,,,,183.0,2063.0,4.51,15.47,1185.0,556.0,2401.0,2.22,0.92,10.35,12215.0,20.37,-740.54,-37.91,,68.89,20.37,89.63,112.0,148.0
Affle India,Computers - Software - Medium / Small,1365.0,1843.0,360.0,297.0,297.0,19.53,21.0,16.25,21.45,53.0,49.0,30.0,44.0,26.0,39.0,,,,183.0,2498.0,3.07,18.32,1438.0,1237.0,3283.0,0.61,1.06,11.79,19136.0,10.34,72.68,127.58,1.47,43.17,10.34,52.1,837.0,292.0
Affordable Robo.,Engineering,559.0,150.0,13.0,6.0,6.0,8.49,5.0,12.65,10.29,39.0,13.0,57.0,1.0,57.0,1.0,20.0,22.0,-15.0,46.0,104.0,1.54,3.54,82.0,3.0,218.0,7.61,2.9,6.6,629.0,4.19,-311.48,-714.16,89.29,52.27,4.19,58.05,161.0,107.0
AFLOAT Enterpris,Trading,12.0,2.0,-0.0,0.0,0.0,-18.52,0.0,1.57,2.2,-45.0,129.0,,8.0,43.0,-68.0,,,,0.0,5.0,85.67,,5.0,0.0,5.0,0.0,1.07,4.67,5.0,2.89,-14.15,-4.08,21.58,60.56,2.89,68.13,2.0,4.0
Agarwal Float,Trading,65.0,79.0,1.0,0.0,0.0,1.15,0.0,5.99,15.2,36.0,,-9.0,,-40.0,,,,,13.0,15.0,2.19,1.18,28.0,1.0,30.0,69.63,1.78,7.09,47.0,0.6,-57.91,-30.86,,38.26,0.6,41.17,15.0,11.0
Agarwal Fortune,Trading,23.0,7.0,-0.0,0.0,0.0,-0.81,0.0,19.23,-9.59,334.0,,37.0,-32.0,37.0,-32.0,57.0,13.0,13.0,0.0,0.0,2.08,,1.0,0.0,1.0,1.2,1.68,21.04,8.0,1.11,-67.81,-34.38,-2.56,82.4,1.11,82.4,2.0,3.0
Agarwal Indl.,Petrochemicals,1167.0,2125.0,173.0,109.0,109.0,8.13,73.0,20.63,22.13,33.0,32.0,39.0,52.0,23.0,41.0,28.0,36.0,23.0,361.0,511.0,1.23,7.16,283.0,62.0,1120.0,3.3,1.83,5.78,1746.0,0.83,15.69,-35.63,0.31,11.55,0.83,13.9,1587.0,749.0
AGI Greenpac,Packaging,706.0,2421.0,564.0,251.0,251.0,23.3,39.0,17.91,13.8,24.0,9.0,42.0,83.0,42.0,87.0,4.0,16.0,16.0,616.0,1815.0,1.55,4.91,549.0,361.0,3357.0,2.45,1.78,4.26,4570.0,1.88,7.73,48.2,0.22,8.17,1.88,11.25,558.0,495.0
AGI Infra,Construction,842.0,292.0,76.0,52.0,52.0,25.84,43.0,25.0,28.84,38.0,29.0,45.0,41.0,45.0,36.0,,,,138.0,225.0,1.03,10.02,106.0,100.0,1080.0,2.64,4.09,2.45,1029.0,3.56,16.93,17.41,0.49,12.76,3.56,14.79,887.0,420.0
Agio Paper,Paper,4.0,0.0,-0.0,-1.0,-1.0,-30.0,-1.0,-0.43,-2.17,,,4.0,7.0,4.0,7.0,,6.0,6.0,14.0,3.0,0.03,-0.16,-6.0,0.0,24.0,-12.68,7.92,0.32,7.0,23.13,-49.45,-17.6,,-293.29,23.13,-136.87,,
Agni Green,Electric Equipment,52.0,35.0,2.0,0.0,0.0,5.9,0.0,5.48,3.07,1.0,2.0,51.0,-29.0,8.0,-42.0,,,,9.0,31.0,2.03,1.31,24.0,0.0,48.0,23.29,1.47,5.84,102.0,2.9,-5104.13,1177.88,-9.21,45.72,2.9,50.5,14.0,8.0
Agri-Tech India,Miscellaneous,198.0,0.0,-1.0,10.0,10.0,-612.5,16.0,9.69,3.29,-6.0,-1.0,159.0,63.0,159.0,63.0,9.0,38.0,38.0,0.0,101.0,64.01,,91.0,1.0,103.0,0.0,1.1,4.59,118.0,736.25,-10.98,-11.59,0.19,12.01,736.25,12.02,150.0,251.0
Agro Phos India,Fertilizers,47.0,107.0,-3.0,-5.0,-5.0,-2.49,-3.0,-4.87,7.53,21.0,11.0,,,,,6.0,,,29.0,47.0,1.4,-1.11,48.0,1.0,97.0,-5.46,2.43,3.81,96.0,0.9,34.1,-100.17,,-60.81,0.9,-32.91,,
Agro Tech Foods.,Food - Processing - Indian,726.0,760.0,34.0,8.0,10.0,4.5,4.0,2.66,4.72,-5.0,-2.0,-35.0,-24.0,-35.0,-24.0,-0.0,-15.0,-15.0,42.0,500.0,2.23,5.04,179.0,14.0,643.0,4.03,1.28,7.09,1770.0,2.33,28.35,-100.55,-8.86,50.47,2.33,124.08,84.0,140.0
AGS Transact,Computers - Hardware,80.0,1471.0,197.0,-80.0,-80.0,13.43,-7.0,1.34,7.76,-6.0,-4.0,,,,,,,,1120.0,462.0,1.1,0.15,616.0,116.0,2091.0,-13.98,4.74,2.15,980.0,0.66,2.8,4.29,,8.4,0.66,88.58,,
Ahasolar Technol,Trading,331.0,42.0,-0.0,0.0,0.0,-0.29,0.0,1.51,60.1,182.0,198.0,-21.0,32.0,-88.0,-58.0,,,,0.0,15.0,7.44,6.0,8.0,4.0,17.0,0.0,1.31,13.44,102.0,2.4,-71.39,-77.78,78.87,268.25,2.4,1609.5,62.0,12.0
Ahimsa Industrie,Plastics Products,19.0,15.0,-0.0,-1.0,-1.0,-1.37,-2.0,-4.17,-1.8,-13.0,-17.0,,,,,-4.0,,,2.0,13.0,3.26,-2.92,9.0,0.0,17.0,-2.3,1.46,3.49,10.0,0.71,8.74,7.41,,204.5,0.71,-17.53,,
Ahlada Engineers,Steel - Medium / Small,116.0,260.0,36.0,14.0,14.0,14.03,11.0,14.64,10.0,18.0,5.0,10.0,4.0,10.0,4.0,,,,43.0,138.0,1.75,5.25,103.0,2.0,229.0,3.15,1.55,3.93,150.0,0.58,-752.07,12.72,2.91,5.2,0.58,7.71,107.0,159.0
Ahluwalia Contr.,Construction,1244.0,3855.0,388.0,232.0,375.0,10.06,56.0,23.91,24.48,25.0,17.0,44.0,15.0,44.0,15.0,15.0,55.0,55.0,105.0,1600.0,2.17,7.43,1464.0,780.0,3195.0,0.28,1.78,7.0,8333.0,2.16,32.34,65.49,2.45,18.02,2.16,21.39,624.0,548.0
Ahm. Steelcraft,Trading,103.0,1.0,-5.0,-2.0,-2.0,-609.09,-6.0,-10.69,-5.01,-27.0,-40.0,,,,,-24.0,,,0.0,23.0,16.71,-128.5,5.0,5.0,23.0,0.0,1.07,4.26,42.0,55.94,-100.4,74.87,,-15.59,55.94,-14.86,,
AI Champ.Inds.,Textiles - Jute - Yarn / Products,57.0,44.0,-45.0,-40.0,-40.0,-100.86,-13.0,-36.38,-22.32,-13.0,-20.0,,,,,-18.0,,,42.0,41.0,2.35,-28.07,115.0,1.0,237.0,-1.05,6.28,1.65,176.0,3.95,-6.03,19.42,,-5.87,3.95,-5.57,,
AIA Engineering,Castings & Forgings,4223.0,4854.0,1334.0,1136.0,1137.0,27.48,120.0,22.75,21.64,19.0,10.0,28.0,19.0,28.0,19.0,9.0,13.0,13.0,461.0,6658.0,8.01,53.43,5708.0,554.0,7495.0,0.41,1.06,11.98,39834.0,8.21,44.11,99.23,1.87,24.58,8.21,26.21,1307.0,1383.0
Aik Pipes & Poly,Plastics Products,127.0,37.0,5.0,3.0,3.0,12.29,5.0,22.99,27.03,55.0,,136.0,,-6.0,,,,,5.0,22.0,3.04,8.09,22.0,0.0,32.0,1.5,1.07,7.41,81.0,2.19,-7.88,-16.14,,18.49,2.19,19.76,197.0,64.0
Aimco Pesticides,Pesticides / Agrochemicals - Indian,100.0,207.0,-7.0,-10.0,-10.0,-3.61,-10.0,-18.79,3.83,6.0,1.0,,,,,4.0,,,19.0,35.0,1.0,-4.05,17.0,4.0,150.0,-1.86,4.22,2.64,96.0,0.46,13.52,800.0,,-17.26,0.46,-10.36,,
Aimtron,Electronics - Components,573.0,93.0,24.0,14.0,14.0,25.41,9.0,39.38,22.12,21.0,,-4.0,,-66.0,,,,,15.0,40.0,2.47,12.83,44.0,4.0,93.0,1.07,2.8,23.1,1170.0,12.58,174.21,-161.9,,48.41,12.58,58.22,,
Aion-Tech Soluti,Computers - Software - Medium / Small,145.0,93.0,-0.0,-2.0,-2.0,-0.18,-1.0,-0.78,1.29,23.0,18.0,,,,-8.0,2.0,,,16.0,67.0,2.28,-0.62,47.0,20.0,105.0,-7.11,1.51,9.92,500.0,5.38,138.26,-138.38,,459.92,5.38,-788.43,,
Airan,Computers - Software - Medium / Small,31.0,106.0,20.0,13.0,13.0,18.57,1.0,13.09,10.96,17.0,17.0,33.0,30.0,33.0,30.0,,,,1.0,126.0,4.74,55.42,60.0,8.0,158.0,0.06,1.21,6.62,393.0,3.78,144.0,1441.72,1.08,17.3,3.78,22.8,17.0,15.0
Airo Lam,Miscellaneous,144.0,205.0,20.0,8.0,8.0,9.58,6.0,12.95,12.77,16.0,13.0,15.0,14.0,15.0,14.0,12.0,19.0,7.0,79.0,72.0,1.47,3.3,111.0,2.0,190.0,9.54,2.44,4.37,216.0,1.02,-582.29,-42.43,1.76,13.6,1.02,16.64,106.0,77.0
Ajanta Pharma,Pharmaceuticals - Indian - Formulations,2292.0,4209.0,1172.0,808.0,816.0,27.85,65.0,31.6,27.78,13.0,15.0,7.0,16.0,9.0,17.0,13.0,13.0,14.0,35.0,3567.0,2.68,153.96,1517.0,131.0,4530.0,0.04,1.28,13.41,28856.0,6.84,36.68,50.95,2.25,23.05,6.84,25.86,1106.0,643.0
Ajanta Soya,Miscellaneous,32.0,1022.0,3.0,4.0,4.0,0.29,0.0,7.27,20.05,3.0,8.0,-45.0,28.0,-45.0,28.0,8.0,14.0,13.0,0.0,131.0,2.03,2.2,81.0,31.0,216.0,0.08,1.72,8.06,257.0,0.25,10.22,36.77,2.3,18.72,0.25,24.15,20.0,14.0
Ajcon Global,Finance & Investments,33.0,16.0,3.0,1.0,1.0,17.42,2.0,7.06,7.26,-31.0,-13.0,24.0,111.0,24.0,111.0,7.0,16.0,16.0,10.0,23.0,4.93,3.32,15.0,1.0,38.0,7.74,1.66,2.77,20.0,1.26,-134.4,40.59,0.15,10.27,1.26,11.92,25.0,42.0
Ajel,Computers - Software - Converts,15.0,14.0,-2.0,-2.0,-1.0,-10.92,-1.0,-0.55,-0.81,24.0,4.0,20.0,13.0,20.0,13.0,-18.0,,,5.0,15.0,3.39,-8.05,14.0,0.0,29.0,6.6,1.63,2.56,17.0,1.26,-19.29,-29.91,,-14.73,1.26,-14.73,,
Ajmera Realty,Construction,682.0,700.0,201.0,103.0,104.0,28.74,29.0,11.72,8.81,26.0,13.0,50.0,6.0,50.0,6.0,24.0,20.0,20.0,808.0,866.0,10.19,3.03,1509.0,117.0,1963.0,7.77,2.24,4.22,2420.0,3.46,11.02,25.61,3.65,14.88,3.46,15.01,238.0,399.0
Ajooni Biotech,Food - Processing - Indian,5.0,80.0,2.0,2.0,2.0,2.8,0.0,7.76,7.62,16.0,15.0,80.0,39.0,87.0,32.0,64.0,71.0,21.0,2.0,43.0,10.74,6.36,30.0,0.0,48.0,1.0,1.24,7.1,93.0,1.17,-23.76,-17.27,1.1,21.58,1.17,26.85,2.0,3.0
Ajwa Fun World,Recreation / Amusement Parks,38.0,3.0,0.0,0.0,0.0,19.16,0.0,12.15,0.39,113.0,-8.0,28.0,-3.0,28.0,-3.0,-3.0,9.0,9.0,5.0,-2.0,0.31,1.5,-1.0,0.0,7.0,49.27,-2.82,5.9,25.0,9.4,1228.48,12.77,-67.78,59.72,9.4,99.53,,
Akanksha Power,Electric Equipment,132.0,57.0,6.0,3.0,3.0,9.96,1.0,,0.0,,,,,,,,,,,,,3.22,,,,,,,244.0,4.26,-10.5,,,,4.26,,,
Akar Auto Indust,Auto Ancillaries,102.0,374.0,24.0,5.0,5.0,6.39,5.0,17.71,16.75,26.0,6.0,58.0,-1.0,58.0,-1.0,10.0,23.0,23.0,78.0,44.0,1.17,1.8,74.0,3.0,216.0,14.22,4.53,3.55,111.0,0.3,11.17,13.91,-33.02,7.68,0.3,9.22,51.0,69.0
Akash InfraProj.,Construction,33.0,60.0,3.0,0.0,0.0,5.43,0.0,2.97,4.47,-4.0,-8.0,-41.0,-33.0,-41.0,-33.0,-9.0,-31.0,-35.0,91.0,84.0,1.75,1.15,171.0,6.0,210.0,394.7,2.4,2.33,56.0,0.95,-2.49,-2.81,-7.43,24.7,0.95,29.93,7.0,12.0
